question,class
J’aimerais savoir : Comment demander un report d’admission ?,procedure_administrative
J’aimerais savoir : Quelle est la date limite pour la demande d’aide financière ?,procedure_administrative
Quels sont llles horaires d’ouverture de la gymnase ?,service_campus
Quels documents sont requis pour un changement de parcours ?,procedure_administrative
Est-il possible de savoir où soumettre la demande de carte étudiante ?,procedure_administrative
"Bonjour, j’aimerais savoir : Quelle est la politique concernant le probation académique ?",reglement
Comment obtenir une convention de stage ?,procedure_administrative
"Pardon, Où consulter le code de conduite des étudiants ?",reglement
Quand a lieu le prochain cours de chimie organique ?,emploi_du_temps
J’aimerais savoir : quelle est la politique concernant le retards ?,reglement
Est-il possible de savoir existe-t-il un minimum de crédits ou de moyenne par semestre  ??,reglement
Y a-t-il un règlement spécifique pour les stages ?,reglement
Est-il possible de savoir puis-je changer de majeure ou de spécialisation en cours d’année ?,formation
Comment obtenir une convention de stage ?! ?,procedure_administrative
Pourriez-vous me dire : Comment demander un report d’admission ?,procedure_administrative
Petite question : Quel est l’horaire du cours de biologie cellulaire avec le professeur Anderson ?,emploi_du_temps
Comment demander un report d’admission ?,procedure_administrative
"Bonjour, Comment demander un report d’admission ?",procedure_administrative
"Où puis-je imprimer mes documents sur le campus , si possible ?",service_campus
Petite question : J’aimerais savoir quand se déroule le cours de économie. ?,emploi_du_temps
Quelle est la politique concernant le plagiat ?,reglement
Pourriez-vous me dire : Où et à quelle heure est mon cours du vendredi à 16h30 ?,emploi_du_temps
"Puis-je changer de majeure ou de spécialisation en cours d’année , merci d’avance ?",formation
Combien d’absences sont autorisées avant une sanction ?,reglement
"Puis-je changer de majeure ou de spécialisation en cours d’année , merci d’avance ?",formation
"Petite question : À quelle heure commencent les TD de psychologie cognitive , c’est urgent ?",emploi_du_temps
J’aimerais savoir : Y a-t-il un règlement spécifique pour les stages … ?,reglement
Quels sont les prérequis pour le Master Psychologie ?,formation
"Quels sont les horaires d’ouverture de la bureau des carrières , c’est urgent  !?",service_campus
"Bonsoir, où soumettre la demande de carte étudiante ?",procedure_administrative
Existe-t-il un minimum de crédits ou de moyenne par semestre ?,reglement
Petite question : y a-t-il un règlement spécifique pour les stages ?,reglement
Petite question : Y a-t-il un règlement spécifique pour les stages ?,reglement
"Bonjour, Où soumettre la demande de carte étudiante ?",procedure_administrative
"Pardon, Quelle est la date limite pour l’inscription aux cours ?",procedure_administrative
Quels sont les prérequis pour le Master Robotique ?,formation
Y a-t-il un règlement spécifique pour les stages ?,reglement
"Est-il possible de savoir quelles sont les matières principales en Philosophie , merci d’avance ?",formation
"Bonjour, à quelle heure commencent les TD de robotique ?",emploi_du_temps
Quels sont les horaires d’ouverture de la maison des étudiants ?,service_campus
Quelles sont les matières principales en Lettres modernes ?,formation
À quelle heure commencent les TD de littérature moderne ?,emploi_du_temps
"Bonsoir, Où soumettre la demande de carte étudiante , pour aujourd’hui ?",procedure_administrative
"Bonjour, est-il possible de savoir quelle est la date limite pour la demande d’aide financière ?",procedure_administrative
Quel est l’horaire du cours de psychologie cognitive avec le professeur Nguyen ?,emploi_du_temps
"J’aimerais savoir : J’ai perdu mes clés, où se situe le bureau des objets trouvés ?",service_campus
"Est-il possible de savoir le ENT ne fonctionne pas, que puis-je faire ?",service_campus
"Pardon, pourriez-vous m’indiquer le créneau de psychologie cognitive ?",emploi_du_temps
Quels sont les horaires d’ouverture de la bibliothèque centrale ?,service_campus
Existe-t-il un minimum de crédits ou de moyenne par semestre ?,reglement
Est-il possible de savoir existe-t-il un minimum de crédits ou de moyenne par semestre ?,reglement
"Pardon, Est-il possible de savoir comment réussir le prochain module de statistiques ?",formation
Pourriez-vous m’indiquer le créneau de programmation Python ?,emploi_du_temps
"Où déposer mon dossier pour payer mes frais de scolarité , pour la semaine prochaine ?",procedure_administrative
"Est-il possible de savoir combien d’absences sont autorisées avant une sanction , pour aujourd’hui ?",reglement
"S'il vous plaît, Quels sont les prérequis pour le Master Psychologie ?",formation
Quels documents sont requis pour un changement de parcours ?,procedure_administrative
J’aimerais savoir : J’aimerais savoir quand se déroule le cours de analyse de données ?,emploi_du_temps
"S'il vous plaît, Y a-t-il un règlement spécifique pour les stages ?",reglement
"Bonjour, j’aimerais savoir : Comment me connecter au ENT de l’université ?",service_campus
Où puis-je imprimer mes documents sur le campus ?,service_campus
"S'il vous plaît, pourriez-vous me dire : Quelles sont les matières principales en Lettres modernes ?",formation
"Excusez-moi, Où déposer mon dossier pour obtenir une convention de stage ?",procedure_administrative
Pourriez-vous me dire : Y a-t-il un règlement spécifique pour les stages ?,reglement
"Est-il possible de savoir que se passe-t-il en cas de triche à un examen , merci d’avance ?",reglement
"J’ai perdu mes clés, où se situe le bureau des objets trouvés ?",service_campus
"Pardon, Combien d’absences sont autorisées avant une sanction ?",reglement
J’aimerais savoir : Y a-t-il un règlement spécifique pour les stages ?,reglement
Est-il possible de savoir où soumettre la demande de carte étudiante ?,procedure_administrative
Petite question : pourriez-vous me dire : Quelles sont les matières principales en Informatique ?,formation
"Pourriez-vous me dire : J’aimerais savoir quand se déroule le cours de microéconomie , pour la semaine prochaine ?",emploi_du_temps
"S'il vous plaît, pouvez-vous me donner l’emploi du temps du semestre de printemps pour algèbre avancée ?",emploi_du_temps
Petite question : j’aimerais savoir quand se déroule le cours de psychologie cognitive. ?,emploi_du_temps
À quelle heure commencent les TD de analyse de données ?,emploi_du_temps
"Quelles sont les règles pour le retrait d’un cours , c’est urgent ?",reglement
Comment demander un report d’admission ?,procedure_administrative
"Excusez-moi, existe-t-il un minimum de crédits ou de moyenne par semestre , si possible ?",reglement
Quelles sont les matières principales en Informatique ?,formation
Quelle est la politique concernant le rattrapage d’examen … ?,reglement
"Pardon, Quel est l’horaire du cours de psychologie cognitive avec le professeur Martin ?",emploi_du_temps
"Bonsoir, Quels sont les prérequis pour le Master Robotique , pour la semaine prochaine ?",formation
Pourriez-vous me dire : J’aimerais savoir quand se déroule le cours de algèbre avancée ?,emploi_du_temps
"Où déposer mon dossier pour payer mes frais de scolarité , c’est urgent ?",procedure_administrative
"Pourriez-vous me dire : Le Wi-Fi ne fonctionne pas, que puis-je faire ?",service_campus
"Quelles sont les matières principales en Lettres modernes , c’est urgent ?",formation
"Excusez-moi, Est-il possible de savoir que se passe-t-il en cas de triche à un examen ?",reglement
Où consulter le code de conduite des étudiants ?,reglement
"Pardon, Quel est l’horaire du cours de littérature moderne avec le professeur Dubois , c’est urgent ?",emploi_du_temps
Où déposer mon dossier pour demander un relevé officiel ?,procedure_administrative
"Quelle est la politique concernant le probation académique , merci d’avance ?",reglement
"Quelle est la date limite pour la demande d’aide financière , c’est urgent ?",procedure_administrative
"Quelle est la politique concernant le retards , pour la semaine prochaine  ??",reglement
J’aimerais savoir : Que se passe-t-il en cas de triche à un examen ?,reglement
Où puis-je imprimer ems documents sur le campus ?,service_campus
"Pourriez-vous m’indiquer le créneau de littérature moderne , merci d’avance ?",emploi_du_temps
Où consulter le code de conduite des étudiants ?,reglement
J’aimerais savoir : Quelle est la date limite pour l’abandon d’une UE ?,procedure_administrative
"Puis-je réserver une salle de travail ou un terrain de sport , c’est urgent  !?",service_campus
Petite question : Pourriez-vous m’indiquer le créneau de robotique ?,emploi_du_temps
Où soumettre la demande de carte étudiante ?,procedure_administrative
Où se trouve la gymnase ?! ?,service_campus
Est-il possible de savoir pouvez-vous me donner l’emploi du temps du semestre de printemps pour statistiques appliquées ?,emploi_du_temps
Quelle est la date limite pour la demande d’aide financière ?,procedure_administrative
Pourriez-vous me dire : Pourriez-vous m’indiquer le créneau de biologie cellulaire ?,emploi_du_temps
"Y a-t-il un règlement spécifique pour les stages , si possible ?",reglement
"Bonjour, J’ai perdu mes clés, où se situe le bureau des objets trouvés ?",service_campus
Où se trouve la bibliothèque centrale ?,service_campus
"Bonsoir, Quels documents sont requis pour un changement de parcours ?",procedure_administrative
"J’aimerais savoir : Comment renouveler ma carte étudiante , si possible  ??",procedure_administrative
"Bonsoir, est-il possible de savoir où consulter le code de conduite des étudiants ?",reglement
"Excusez-moi, Où déposer mon dossier pour demander un relevé officiel , pour la semaine prochaine … ?",procedure_administrative
"Combien d’absences sont autorisées avant une sanction , pour la semaine prochaine ?",reglement
Est-il possible de savoir où soumettre la demande de carte étudiante ?,procedure_administrative
Combien d’absences sont autorisées avant une sanction ?,reglement
"Quels sont les horaires d’ouverture de la bibliothèque centrale , c’est urgent ?",service_campus
Où puis-je imprimer mes documents sur le campus ?,service_campus
"Où consulter le code de conduite des étudiants , pour la semaine prochaine ?",reglement
Quelle est la politique concernant le rattrapage d’examen ?,reglement
"Excusez-moi, où puis-je imprimer mes documents sur le campus ?",service_campus
Quelles sont les règles pour le retrait d’un cours ?,reglement
Est-il possible de savoir combien de crédits faut-il pour se spécialiser en Lettres modernes ?,formation
J’aimerais savoir : Quelles sont les UE obligatoires pour le Licence Histoire ?,formation
"S'il vous plaît, où soumettre la demande de carte étudiante ?",procedure_administrative
"Pardon, pourriez-vous me dire : J’ai perdu mes clés, où se situe le bureau des objets trouvés , si possible ?",service_campus
"Où puis-je imprimer mes documents sur le campus , pour aujourd’hui ?",service_campus
Pourriez-vous me dire : Pouvez-vous me donner l’emploi du temps du semestre de printemps pour analyse de données ?,emploi_du_temps
"Bonsoir, pouvez-vous me donner l’emploi du temps du semestre de automne pour robotique ?",emploi_du_temps
Y a-t-il un règlement spécifique pour les stages ?,reglement
Combien d’absences sont autorisées avant une sanction ?,reglement
Existe-t-il un minimum de crédits ou de moyenne par semestre ?,reglement
Petite question : comment demander un report d’admission ?,procedure_administrative
J’aimerais savoir : Puis-je changer de majeure ou de spécialisation en cours d’année ?,formation
"Où déposer mon dossier pour mettre à jour mon adresse , merci d’avance ?",procedure_administrative
J’aimerais savoir : Où consulter le code de conduite des étudiants ?,reglement
Comment réussir le prochain module de statistiques ?,formation
Quelle est la date limite pour la demande d’aide financière ?,procedure_administrative
Quel est l’horaire du cours de statistiques appliquées avec le professeur Anderson  !?,emploi_du_temps
"Bonsoir, Quelles sont les matières principales en Lettres modernes ?",formation
Quand a lieu le prochain cours de psychologie cognitive ?,emploi_du_temps
J’aimerais savoir : Combien de crédits faut-il pour se spécialiser en Biologie ?,formation
"Pardon, où et à quelle heure est mon cours du jeudi à 8h30 ?",emploi_du_temps
"Quand a lieu le prochain cours de microéconomie , pour aujourd’hui ?",emploi_du_temps
"Quelle est la date limite pour l’abandon d’une UE , pour la semaine prochaine ?",procedure_administrative
Où déposer mon dossier pour mettre à jour mon adresse ?,procedure_administrative
"Bonjour, pourriez-vous me dire : Puis-je changer de majeure ou de spécialisation en cours d’année , c’est urgent ?",formation
Combien de crédits faut-il pour se spécialiser en Philosophie ?,formation
Est-il possible de savoir comment réussir le prochain module de statistiques ?,formation
Que se passe-t-il en cas de triche à un examen ?,reglement
"Excusez-moi, Où se trouve la service logement ?",service_campus
J’aimerais savoir : Quelles sont les règles pour le retrait d’un cours ?,reglement
J’aimerais savoir : À quelle heure commencent les TD de littérature moderne  !?,emploi_du_temps
"S'il vous plaît, quels documents sont requis pour un changement de parcours  !?",procedure_administrative
Combien de crédits faut-il pour se spécialiser en Informatique ?,formation
"Bonjour, Quelle est la politique concernant le plagiat ?",reglement
"Bonsoir, pourriez-vous me dire : Quelle est la date limite pour la demande d’aide financière ?",procedure_administrative
Pourriez-vous me dire : Comment payer mes frais de scolarité ?,procedure_administrative
J’aimerais savoir : Où et à quelle heure est mon cours du vendredi à 10h00 ?,emploi_du_temps
"Excusez-moi, pourriez-vous me dire : Quel est l’horaire du cours de psychologie cognitive avec le professeur Dubois ?",emploi_du_temps
"Bonjour, pourriez-vous me dire : Quelle est la politique concernant le plagiat , si possible ?! ?",reglement
J’aimerais savoir : Comment renouveler ma carte étudiante ?,procedure_administrative
J’aimerais savoir : Comment demander un report d’admission ?,procedure_administrative
Où consulter le code de conduite des étudiants ?,reglement
"À quelle heure commencent les TD de algèbre avancée , si possible ?",emploi_du_temps
"Le portail etudiant ne fonctionne pas, que puis-je faire ?",service_campus
Quels documents sont requis pour un changement de parcours ?,procedure_administrative
J’aimerais savoir quand se déroule le cours de programmation Python. — pour la semaine prochaine ?,emploi_du_temps
"Puis-je changer de majeure ou de spécialisation en cours d’année , si possible ?",formation
Comment candidater pour la remise de diplôme ?! ?,procedure_administrative
Est-il possible de savoir que se passe-t-il en cas de triche à un examen  ??,reglement
Combien de crédits faut-il pour se spécialiser en Informatique ?,formation
Où et à quelle heure est mon cours du vendredi à 10h00 ?,emploi_du_temps
"J’aimerais savoir : Puis-je reserver une salle de travail ou un terrain de sport , pour la semaine prochaine ?",service_campus
J’aimerais savoir : Pouvez-vous me donner l’emploi du temps du semestre de printemps pour biologie cellulaire ?,emploi_du_temps
"Bonjour, pourriez-vous m’indiquer le créneau de droit public , c’est urgent ?",emploi_du_temps
Quelle est la politique concernant le probation académique ?,reglement
Puis-je réserver une salle de travail ou un terrain de sport ?,service_campus
"Quel est l’horaire du cours de biologie cellulaire avec le professeur Dubois , c’est urgent ?",emploi_du_temps
Est-il possible de savoir à quelle heure commencent les TD de statistiques appliquées ?,emploi_du_temps
Quelles sont les UE obligatoires pour le Master Psychologie ?,formation
"Bonsoir, Quelle est la date limite pour l’inscription aux cours … ?",procedure_administrative
Pourriez-vous me dire : quand a lieu le prochain cours de économie ?,emploi_du_temps
J’aimerais savoir quand se déroule le cours de psychologie cognitive. — c’est urgent ?,emploi_du_temps
"Pourriez-vous m’indiquer le créneau de chimie organique , merci d’avance ?",emploi_du_temps
"S'il vous plaît, Pourriez-vous me dire : Où consulter le code de conduite des étudiants ?",reglement
"S'il vous plaît, Quels documents sont requis pour un changement de parcours ?",procedure_administrative
"Le VPN ne fonctionne pas, que puis-je faire ?",service_campus
Est-il possible de savoir où déposer mon dossier pour candidater pour la remise de diplôme ?,procedure_administrative
Est-il possible de savoir comment me connecter au Wi-Fi de l’université  !?,service_campus
"Pourriez-vous me dire : Où soumettre la demande de carte étudiante , pour aujourd’hui ?",procedure_administrative
Petite question : quelles sont les matières principales en Philosophie ?,formation
Quelles sont les règles pour le retrait d’un cours ?,reglement
"S'il vous plaît, j’ai perdu mes clés, où se situe le bureau des objets trouvés , si possible ?",service_campus
Quelle est la politique concernant le retards ?,reglement
Est-il possible de savoir où puis-je imprimer mes documents sur le campus ?,service_campus
Quel est l’horaire du cours de droit public avec le professeur Martin ?,emploi_du_temps
Est-il possible de savoir quand a lieu le prochain cours de économie ?,emploi_du_temps
Quelles sont les règles pour le retrait d’un cours ?,reglement
"Pardon, j’ai perdu mes clés, où se situe le bureau des objets trouvés ?",service_campus
J’aimerais savoir quand se déroule le cours de programmation Python. ?,emploi_du_temps
Quels sont les prérequis pour le Parcours Data Science ?! ?,formation
Où consulter le code de conduite des étudiants … ?,reglement
J’aimerais savoir : Où soumettre la demande de carte étudiante ?,procedure_administrative
Combien de crédits faut-il pour se spécialiser en Informatique ?,formation
Où se trouve la gymnase ?,service_campus
Comment candidater pour la remise de diplôme ?,procedure_administrative
"Bonjour, quels documents sont requis pour un changement de parcours ?",procedure_administrative
Combien d’absences sont autorisées avant une sanction ?,reglement
Pourriez-vous me dire : Pourriez-vous m’indiquer le créneau de analyse de données ?,emploi_du_temps
Oùs e trouve la bureau des carrières ?,service_campus
"Bonjour, Pourriez-vous me dire : Quels documents sont requis pour un changement de parcours  ??",procedure_administrative
J’aimerais savoir : Pouvez-vous me donner l’emploi du temps du semestre de automne pour biologie cellulaire ?,emploi_du_temps
Pouvez-vous me donner l’emploi du temps du semestre de été pour analyse de données ?,emploi_du_temps
"S'il vous plaît, J’aimerais savoir : Quelles sont les UE obligatoires pour le Parcours Data Science ?",formation
Ou soumettre la demande de carte etudiante ?,procedure_administrative
"Excusez-moi, j’aimerais savoir : Quelles sont les UE obligatoires pour le Parcours Data Science ?",formation
Puis-je réserver une salle de travail ou un terrain de sport ?,service_campus
J’aimerais savoir : Comment candidater pour la remise de diplôme ?,procedure_administrative
"Excusez-moi, y a-t-il un règlement spécifique pour les stages ?",reglement
"Pourriez-vous me dire : Pouvez-vous me donner l’emploi du temps du semestre de été pour analyse de données , pour aujourd’hui … ?",emploi_du_temps
Est-il possible de savoir quelles sont les matières principales en Informatique ?,formation
Quelle est la politique concernant le retards ?,reglement
"Excusez-moi, Que se passe-t-il en cas de triche à un examen  !?",reglement
Que se passe-t-il en cas de triche à un examen ?,reglement
Pourriez-vous me dire : Où déposer mon dossier pour obtenir une convention de stage ?,procedure_administrative
"Bonjour, Est-il possible de savoir puis-je réserver une salle de travail ou un terrain de sport ?",service_campus
J’aimerais savoir quand se déroule le cours de chimie organique. ?,emploi_du_temps
"Pourriez-vous me dire : Comment me connecter au Wi-Fi de l’université , si possible ?",service_campus
Pourriez-vous me dire : Comment demander un report d’admission ?,procedure_administrative
"Excusez-moi, À quelle heure commencent les TD de robotique ?",emploi_du_temps
"S'il vous plaît, pourriez-vous me dire : quand a lieu le prochain cours de statistiques appliquées ?",emploi_du_temps
J’aimerais savoir : À quelle heure commencent les TD de analyse de données ?,emploi_du_temps
"Bonsoir, à quelle heure commencent les TD de analyse de données ?",emploi_du_temps
"S'il vous plaît, comment me connecter au portail étudiant de l’université ?",service_campus
"Bonsoir, pourriez-vous me dire : Quels sont les prérequis pour le MBA Finance ?",formation
Quels documents sont requis pour un changement de parcours ?,procedure_administrative
Comment payer mes frais de scolarité ?,procedure_administrative
Pourriez-vous me dire : Combien de crédits faut-il pour se spécialiser en Philosophie ?,formation
"S'il vous plaît, combien d’absences sont autorisées avant une sanction ?",reglement
J’aimerais savoir : Pouvez-vous me donner l’emploi du temps du semestre de automne pour économie ?,emploi_du_temps
"J’aimerais savoir : Combien de crédits faut-il pour se spécialiser en Informatique , pour aujourd’hui ?",formation
J’aimerais savoir quand se déroule le cours de robotique. ?,emploi_du_temps
Comment renouveler ma carte étudiante ?,procedure_administrative
"Comment payer mes frais de scolarité , si possible ?",procedure_administrative
"Quelles sont les matières principales en Informatique , pour aujourd’hui ?",formation
Est-il possible de savoir puis-je réserver une salle de travail ou un terrain de sport ?,service_campus
Comment me connecter au Wi-Fi de l’université ?,service_campus
"Excusez-moi, puis-je réserver une salle de travail ou un terrain de sport ?",service_campus
"Pardon, puis-je changer de majeure ou de specialisation en cours d’annee ?",formation
Quels documents sont requis pour un changement de parcours ?,procedure_administrative
Comment me connecter au ENT de l’université ?,service_campus
Y a-t-il un règlement spécifique pour les stages ?,reglement
"Bonjour, où déposer mon dossier pour obtenir une convention de stage ?",procedure_administrative
Petite question : où puis-je imprimer mes documents sur le campus ?,service_campus
"Pardon, comment me connecter au Wi-Fi de l’université ?",service_campus
"Bonsoir, Est-il possible de savoir puis-je changer de majeure ou de spécialisation en cours d’année ?",formation
À quelle heure commencent les TD de économie ?,emploi_du_temps
Petite question : J’aimerais savoir : Comment me connecter au ENT de l’université  ??,service_campus
Quand a lieu le prochain cours de analyse de données  ??,emploi_du_temps
Où et à quelle heure est mon cours du lundi à 10h00 ?,emploi_du_temps
"Excusez-moi, J’aimerais savoir : Où déposer mon dossier pour mettre à jour mon adresse ?",procedure_administrative
Quand a lieu le prochain cours de chimie organique ?,emploi_du_temps
Quels sont les prérequis pour le Master Robotique ?,formation
Petite question : quelles sont les règles pour le retrait d’un cours ?,reglement
Pourriez-vous me dire : Quels sont les prérequis pour le Parcours Data Science ?,formation
Y a-t-il un règlement spécifique pour les stages ?,reglement
Comment candidater pour la remise de diplôme ?,procedure_administrative
"Bonjour, pourriez-vous me dire : J’aimerais savoir quand se déroule le cours de chimie organique , pour aujourd’hui ?",emploi_du_temps
Quand a lieu le prochain cours de droit public ?,emploi_du_temps
Quels sont les prérequis pour le Master Psychologie ?,formation
Pourriez-vous me dire : Quelle est la date limite pour l’inscription aux cours ?! ?,procedure_administrative
"Combien d’absences sont autorisées avant une sanction , merci d’avance ?",reglement
Comment réussir le prochain module de statistiques ?,formation
"Excusez-moi, est-il possible de savoir y a-t-il un règlement spécifique pour les stages ?",reglement
"Pardon, Pourriez-vous me dire : Existe-t-il un minimum de crédits ou de moyenne par semestre ?",reglement
"Est-il possible de savoir combien d’absences sont autorisées avant une sanction , si possible ?",reglement
Est-il possible ed savoir y a-t-il un règlement spécifique pour les stages ?,reglement
Pourriez-vous me dire : Quels documents sont requis pour un changement de parcours ?,procedure_administrative
Combien d’absences sont autorisées avnat une sanction ?,reglement
"Y a-t-il un règlement spécifique pour les stages , c’est urgent ?",reglement
Combien d’absences sont autorisées avant une sanction ?,reglement
"Excusez-moi, Pourriez-vous me dire : Puis-je changer de majeure ou de spécialisation en cours d’année ?",formation
"Excusez-moi, Pourriez-vous me dire : Où se trouve la centre de santé ?",service_campus
"Petite question : quels documents sont requis pour un changement de parcours , si possible ?",procedure_administrative
"Bonjour, Quels sont les prérequis pour le Master Robotique ?",formation
"Excusez-moi, quels sont les horaires d’ouverture de la bibliothèque centrale ?",service_campus
Est-il possible de savoir combien d’absences sont autorisées avant une sanction ?,reglement
"J’aimerais savoir : Comment réussir le prochain module de statistiques , si possible  !?",formation
Comment demander un report d’admission ?,procedure_administrative
"Excusez-moi, j’aimerais savoir quand se déroule le cours de programmation Python. — pour la semaine prochaine ?",emploi_du_temps
Quel est l’horaire du cours de psychologie cognitive avec le professeur Martin ?,emploi_du_temps
"Comment demander un report d’admission , pour aujourd’hui ?",procedure_administrative
J’aimerais savoir quand se déroule le cours de psychologie cognitive. ?,emploi_du_temps
Où soumettre la demande de carte étudiante ?,procedure_administrative
"Bonsoir, quelles sont les règles pour le retrait d’un cours ?",reglement
Combien de crédits faut-il pour se spécialiser en Philosophie ?,formation
"Où se trouve la bureau des carrières , pour aujourd’hui ?",service_campus
Quelle est la date limite pour la demande d’aide financière ?,procedure_administrative
"J’ai perdu mes clés, où se situe le bureau des objets trouvés ?",service_campus
Comment réussir le prochain module de statistiques ?,formation
"Où se trouve la gymnase , merci d’avance ?",service_campus
Quelle est la politique concernant le retards ?,reglement
Quelle est la date limite pour l’abandon d’une UE ?,procedure_administrative
Pourriez-vous me dire : Combien de crédits faut-il pour se spécialiser en Informatique ?,formation
"Bonsoir, Quelles sont les UE obligatoires pour le Licence Histoire ?",formation
Quel est l’horaire du cours de microéconomie avec le professeur Martin ?,emploi_du_temps
"Pourriez-vous me dire : Comment me connecter au portail étudiant de l’université , pour la semaine prochaine ?",service_campus
"Bonjour, pourriez-vous me dire : Quelle est la date limite pour l’inscription aux cours ?",procedure_administrative
Comment demander un report d’admission ?,procedure_administrative
Comment me connecter au portail étudiant de l’université ?,service_campus
Quelles sont les UE obligatoires pour le Master Psychologie ?,formation
Comment mettre à jour mon adresse ?,procedure_administrative
Pourriez-vous me dire : Où soumettre la demande de carte étudiante ?,procedure_administrative
Est-il possible de savoir puis-je changer de majeure ou de spécialisation en cours d’année ?,formation
Y a-t-il un règlement spécifique pour les stages ?,reglement
Où soumettre la demande de carte étudiante ?,procedure_administrative
"Exusez-moi, Quels documents sont requis pour un changement de parcours  !?",procedure_administrative
"Excusez-moi, J’aimerais savoir : J’aimerais savoir quand se déroule le cours de algèbre avancée , merci d’avance ?",emploi_du_temps
Existe-t-il un minimum de crédits ou de moyenne par semestre ?,reglement
"J’ai perdu mes clés, où se situe le bureau des objets trouvés , pour la semaine prochaine ?",service_campus
Comment réussir le prochain module de statistiques ?,formation
Quels documents sont requis pour un changement de parcours ?,procedure_administrative
"Le portail étudiant ne fonctionne pas, que puis-je faire ?",service_campus
"Bonsoir, Quelle est la politique concernant le retards ?! ?",reglement
"Bonsoir, J’ai perdu mes clés, où se situe le bureau des objets trouvés ?",service_campus
"Bonjour, Où soumettre la demande de carte étudiante ?",procedure_administrative
Pourriez-vous me dire : J’aimerais savoir quand se déroule le cours de économie ?,emploi_du_temps
"S'il vous plaît, existe-t-il un minimum de crédits ou de moyenne par semestre , merci d’avance ?! ?",reglement
Quand a lieu le prochain cours de biologie cellulaire ?,emploi_du_temps
Puis-je réserver une salle de travail ou un terrain de sport ?! ?,service_campus
"S'il vous plaît, À quelle heure commencent les TD de littérature moderne ?",emploi_du_temps
"J’ai perdu mes clés, où se situe le bureau des objets trouvés ?",service_campus
Où puis-je imprimer mes documents sur le campus ?,service_campus
"S'il vous plaît, J’aimerais savoir : Y a-t-il un règlement spécifique pour les stages  ??",reglement
J’aimerais savoir : Combien d’absences sont autorisées avant une sanction ?,reglement
Quelle est la politique concernant le rattrapage d’examen ?,reglement
"Bonjour, à quelle heure commencent les TD de analyse de données ?",emploi_du_temps
Quand a lieu le prochain cours de biologie cellulaire ?,emploi_du_temps
Pourriez-vous me dire : J’aimerais savoir quand se déroule le cours de psychologie cognitive ?! ?,emploi_du_temps
Comment demander un report d’admission ?,procedure_administrative
Comment réussir le prochain module de statistiques ?,formation
J’aimerais savoir : Quels sont les horaires d’ouverture de la service logement ?! ?,service_campus
"Bonsoir, Où consulter le code de conduite des étudiants ?",reglement
"Le portail étudiant ne fonctionne pas, que puis-je faire ?",service_campus
Pourriez-vous me dire : Où puis-je imprimer mes documents sur le campus ?,service_campus
Où puis-je imprimer mes documents sur le campus ?,service_campus
Quels documents sont requis pour un changement de parcours  ??,procedure_administrative
Combien de crédits faut-il pour se spécialiser en Biologie ?,formation
"S'il vous plaît, j’aimerais savoir quand se déroule le cours de biologie cellulaire. ?",emploi_du_temps
Pourriez-vous me dire : Ou consulter le code de conduite des etudiants ?,reglement
Quels sont les horaires d’ouverture de la service logement ?,service_campus
"Comment réussir le prochain module de statistiques , pour la semaine prochaine  ??",formation
Ou consulter le code de conduite des etudiants ?,reglement
"Le wi-fi ne fonctionne pas, que puis-je faire ?",service_campus
Comment réussir le prochain module de statistiques ?,formation
Est-il possible de savoir pouvez-vous me donner l’emploi du temps du semestre de été pour droit public ?,emploi_du_temps
"Pourriez-vous me dire : Quels documents sont requis pour un changement de parcours , si possible ?",procedure_administrative
Quelle est la politique concernant le plagiat ?,reglement
"Excusez-moi, Puis-je changer de majeure ou de spécialisation en cours d’année … ?",formation
J’aimerais savoir : Y a-t-il un règlement spécifique pour les stages ?,reglement
J’aimerais savoir : Quels sont les horaires d’ouverture de la service logement ?,service_campus
"Le Wi-Fi ne fonctionne pas, que puis-je faire , merci d’avance ?",service_campus
"Comment demander un report d’admission , c’est urgent ?",procedure_administrative
"Bonsoir, J’aimerais savoir : J’aimerais savoir quand se déroule le cours de algèbre avancée ?",emploi_du_temps
"Bonsoir, Quels sont les prérequis pour le Parcours Data Science , si possible ?",formation
Pourriez-vous me dire : Puis-je changer de majeure ou de spécialisation en cours d’année  ??,formation
"Excusez-moi, est-il possible de savoir quels sont les prérequis pour le Parcours Data Science ?",formation
Pourriez-vous me dire : Quels sont les prérequis pour le Licence Histoire  ??,formation
"Quels sont les prérequis pour le Parcours Data Science , merci d’avance ?",formation
Comment renouveler ma carte étudiante ?,procedure_administrative
Quels sont les prérequis pour le Parcours Data Science ?,formation
J’aimerais savoir : Quelles sont les règles pour le retrait d’un cours ?,reglement
Quels documents sont requis pour un changement de parcours ?,procedure_administrative
Où se trouve la maison des étudiants ?,service_campus
"Excusez-moi, Quels sont les horaires d’ouverture de la service logement ?",service_campus
"Bonsoir, quelles sont les UE obligatoires pour le Master Robotique ?",formation
Pourriez-vous me dire : Puis-je réserver une salle de travail ou un terrain de sport ?,service_campus
"Bonjour, Quelles sont les UE obligatoires pour le Parcours Data Science ?",formation
Où et à quelle heure est mon cours du lundi à 8h30 ?,emploi_du_temps
J’aimerais savoir : J’aimerais savoir quand se déroule le cours de psychologie cognitive ?,emploi_du_temps
Combien de crédits faut-il pour se spécialiser en Lettres modernes ?,formation
Où soumettre la demande de carte étudiante ?,procedure_administrative
Pouvez-vous me donner l’emploi du temps du semestre de printemps pour droit public ?,emploi_du_temps
